,X,date,store_nbr,item_nbr,units,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,snowfall,perciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,RA,FZ,FG,BR,UP,MI,SN,HZ,VC,TS,DZ,BL,BC,DU,SQ,PL,FU,GR,GS,SG,PR,FG2,is_weekend,is_holiday,is_holiday_weekday,is_holiday_weekend,spring,summer,fall
2343,3175385,2013-11-18,32,9,23,64,25,45,0,11,31,20,0,0,0,0,0.0,24.26,30.07,4.4,16,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2344,3175395,2013-11-18,32,19,1,64,25,45,0,11,31,20,0,0,0,0,0.0,24.26,30.07,4.4,16,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2345,3175421,2013-11-18,32,45,40,64,25,45,0,11,31,20,0,0,0,0,0.0,24.26,30.07,4.4,16,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2346,3180047,2013-11-19,32,9,48,59,30,45,0,13,33,20,0,0,0,0,0.0,24.05,29.79,3.6,19,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2347,3180083,2013-11-19,32,45,51,59,30,45,0,13,33,20,0,0,0,0,0.0,24.05,29.79,3.6,19,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2348,3184709,2013-11-20,32,9,39,56,28,42,0,21,34,23,0,0,0,0,0.0,24.07,29.81,2.8,9,4.9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2349,3184745,2013-11-20,32,45,34,56,28,42,0,21,34,23,0,0,0,0,0.0,24.07,29.81,2.8,9,4.9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2350,3184751,2013-11-20,32,51,1,56,28,42,0,21,34,23,0,0,0,0,0.0,24.07,29.81,2.8,9,4.9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2351,3189482,2013-11-21,32,9,48,28,11,20,0,11,14,45,0,0,0,0,0.08,24.47,30.44,7.0,2,7.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2352,3189518,2013-11-21,32,45,33,28,11,20,0,11,14,45,0,0,0,0,0.08,24.47,30.44,7.0,2,7.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2353,3194366,2013-11-22,32,9,17,33,14,24,0,15,22,41,0,0,0,0,0.0,24.6,30.65,0.7,35,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2354,3194376,2013-11-22,32,19,1,33,14,24,0,15,22,41,0,0,0,0,0.0,24.6,30.65,0.7,35,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2355,3194402,2013-11-22,32,45,41,33,14,24,0,15,22,41,0,0,0,0,0.0,24.6,30.65,0.7,35,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2356,3198806,2013-11-23,32,9,80,35,24,30,0,15,24,35,0,0,0,0,0.0,24.57,30.57,2.2,15,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2357,3198842,2013-11-23,32,45,63,35,24,30,0,15,24,35,0,0,0,0,0.0,24.57,30.57,2.2,15,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2358,3202691,2013-11-24,32,9,90,36,22,29,0,21,26,36,0,0,0,0,0.0,24.21,30.13,1.8,28,4.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2359,3202701,2013-11-24,32,19,1,36,22,29,0,21,26,36,0,0,0,0,0.0,24.21,30.13,1.8,28,4.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2360,3202727,2013-11-24,32,45,90,36,22,29,0,21,26,36,0,0,0,0,0.0,24.21,30.13,1.8,28,4.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2361,3202733,2013-11-24,32,51,2,36,22,29,0,21,26,36,0,0,0,0,0.0,24.21,30.13,1.8,28,4.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2362,3206465,2013-11-25,32,9,52,37,26,32,0,22,28,33,0,0,0,0,0.01,24.37,30.27,2.5,1,6.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2363,3206475,2013-11-25,32,19,1,37,26,32,0,22,28,33,0,0,0,0,0.01,24.37,30.27,2.5,1,6.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2364,3206501,2013-11-25,32,45,68,37,26,32,0,22,28,33,0,0,0,0,0.01,24.37,30.27,2.5,1,6.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2365,3210350,2013-11-26,32,9,57,46,22,34,0,19,29,31,0,0,0,0,0.0,24.46,30.39,2.5,21,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2366,3210360,2013-11-26,32,19,1,46,22,34,0,19,29,31,0,0,0,0,0.0,24.46,30.39,2.5,21,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2367,3210386,2013-11-26,32,45,58,46,22,34,0,19,29,31,0,0,0,0,0.0,24.46,30.39,2.5,21,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2368,3214235,2013-11-27,32,9,19,63,28,46,0,16,32,19,0,0,0,0,0.0,24.29,30.13,4.2,19,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2369,3214271,2013-11-27,32,45,33,63,28,46,0,16,32,19,0,0,0,0,0.0,24.29,30.13,4.2,19,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2370,3218120,2013-11-28,32,9,20,50,26,38,0,22,30,27,0,0,0,0,0.0,24.32,30.19,0.6,24,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
2371,3218156,2013-11-28,32,45,11,50,26,38,0,22,30,27,0,0,0,0,0.0,24.32,30.19,0.6,24,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
2372,3222005,2013-11-29,32,9,38,60,25,43,0,17,32,22,0,0,0,0,0.0,24.31,30.14,1.2,21,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2373,3222015,2013-11-29,32,19,2,60,25,43,0,17,32,22,0,0,0,0,0.0,24.31,30.14,1.2,21,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2374,3222041,2013-11-29,32,45,37,60,25,43,0,17,32,22,0,0,0,0,0.0,24.31,30.14,1.2,21,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2375,3226334,2013-11-30,32,9,65,57,27,42,0,11,30,23,0,0,0,0,0.0,24.33,30.16,1.6,22,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2376,3226344,2013-11-30,32,19,2,57,27,42,0,11,30,23,0,0,0,0,0.0,24.33,30.16,1.6,22,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2377,3226370,2013-11-30,32,45,46,57,27,42,0,11,30,23,0,0,0,0,0.0,24.33,30.16,1.6,22,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2378,3231218,2013-12-01,32,9,88,53,23,38,0,15,31,27,0,0,0,0,0.0,24.21,30.03,1.8,31,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2379,3231254,2013-12-01,32,45,62,53,23,38,0,15,31,27,0,0,0,0,0.0,24.21,30.03,1.8,31,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2380,3236213,2013-12-02,32,9,73,59,35,47,0,19,36,18,0,0,0,0,0.0,23.95,29.65,4.5,30,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2381,3236223,2013-12-02,32,19,1,59,35,47,0,19,36,18,0,0,0,0,0.0,23.95,29.65,4.5,30,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2382,3236249,2013-12-02,32,45,39,59,35,47,0,19,36,18,0,0,0,0,0.0,23.95,29.65,4.5,30,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2383,3240764,2013-12-03,32,9,97,56,10,33,0,16,26,32,0,0,0,0,0.0,23.85,29.57,2.3,1,9.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2384,3240774,2013-12-03,32,19,4,56,10,33,0,16,26,32,0,0,0,0,0.0,23.85,29.57,2.3,1,9.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2385,3240800,2013-12-03,32,45,57,56,10,33,0,16,26,32,0,0,0,0,0.0,23.85,29.57,2.3,1,9.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2386,3240806,2013-12-03,32,51,26,56,10,33,0,16,26,32,0,0,0,0,0.0,23.85,29.57,2.3,1,9.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2387,3244982,2013-12-04,32,9,28,10,-8,1,0,0,3,64,0,0,0,0,0.13,24.03,30.04,4.2,6,7.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2388,3245018,2013-12-04,32,45,19,10,-8,1,0,0,3,64,0,0,0,0,0.13,24.03,30.04,4.2,6,7.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2389,3245024,2013-12-04,32,51,4,10,-8,1,0,0,3,64,0,0,0,0,0.13,24.03,30.04,4.2,6,7.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2390,3249089,2013-12-05,32,9,78,5,-13,-4,0,-7,-2,69,0,0,0,0,0.0,24.14,30.3,0.7,35,4.6,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2391,3249125,2013-12-05,32,45,27,5,-13,-4,0,-7,-2,69,0,0,0,0,0.0,24.14,30.3,0.7,35,4.6,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2392,3249131,2013-12-05,32,51,1,5,-13,-4,0,-7,-2,69,0,0,0,0,0.0,24.14,30.3,0.7,35,4.6,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2393,3253196,2013-12-06,32,9,35,8,-13,-2,0,-7,-3,67,0,0,0,0,0.0,24.25,30.43,0.3,7,0.7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2394,3253206,2013-12-06,32,19,2,8,-13,-2,0,-7,-3,67,0,0,0,0,0.0,24.25,30.43,0.3,7,0.7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2395,3253232,2013-12-06,32,45,57,8,-13,-2,0,-7,-3,67,0,0,0,0,0.0,24.25,30.43,0.3,7,0.7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2396,3257303,2013-12-07,32,9,36,9,-10,0,0,-3,0,65,0,0,0,0,0.0,24.06,30.21,1.6,35,2.2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2397,3257313,2013-12-07,32,19,1,9,-10,0,0,-3,0,65,0,0,0,0,0.0,24.06,30.21,1.6,35,2.2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2398,3257339,2013-12-07,32,45,54,9,-10,0,0,-3,0,65,0,0,0,0,0.0,24.06,30.21,1.6,35,2.2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2399,3261410,2013-12-08,32,9,127,18,-3,8,0,1,5,57,0,0,0,0,0.01,23.99,30.03,2.3,17,4.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2400,3261420,2013-12-08,32,19,1,18,-3,8,0,1,5,57,0,0,0,0,0.01,23.99,30.03,2.3,17,4.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2401,3261446,2013-12-08,32,45,60,18,-3,8,0,1,5,57,0,0,0,0,0.01,23.99,30.03,2.3,17,4.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2402,3261452,2013-12-08,32,51,2,18,-3,8,0,1,5,57,0,0,0,0,0.01,23.99,30.03,2.3,17,4.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2403,3265517,2013-12-09,32,9,63,23,-4,10,0,-2,7,55,0,0,0,0,0.0,24.19,30.25,2.9,24,4.7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2404,3265553,2013-12-09,32,45,50,23,-4,10,0,-2,7,55,0,0,0,0,0.0,24.19,30.25,2.9,24,4.7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2405,3265559,2013-12-09,32,51,8,23,-4,10,0,-2,7,55,0,0,0,0,0.0,24.19,30.25,2.9,24,4.7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2406,3270068,2013-12-10,32,9,46,45,3,24,0,8,20,41,0,0,0,0,0.0,24.21,30.16,6.5,13,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2407,3270078,2013-12-10,32,19,1,45,3,24,0,8,20,41,0,0,0,0,0.0,24.21,30.16,6.5,13,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2408,3270104,2013-12-10,32,45,32,45,3,24,0,8,20,41,0,0,0,0,0.0,24.21,30.16,6.5,13,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2409,3274730,2013-12-11,32,9,37,40,9,25,0,12,19,40,0,0,0,0,0.0,24.4,30.39,5.0,15,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2410,3274740,2013-12-11,32,19,2,40,9,25,0,12,19,40,0,0,0,0,0.0,24.4,30.39,5.0,15,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2411,3274766,2013-12-11,32,45,39,40,9,25,0,12,19,40,0,0,0,0,0.0,24.4,30.39,5.0,15,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2412,3279503,2013-12-12,32,9,67,54,20,37,0,11,27,28,0,0,0,0,0.0,24.28,30.19,2.8,16,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2413,3279539,2013-12-12,32,45,33,54,20,37,0,11,27,28,0,0,0,0,0.0,24.28,30.19,2.8,16,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2414,3284276,2013-12-13,32,9,40,46,19,33,0,12,25,32,0,0,0,0,0.0,24.15,29.98,1.5,6,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2415,3284286,2013-12-13,32,19,2,46,19,33,0,12,25,32,0,0,0,0,0.0,24.15,29.98,1.5,6,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2416,3284312,2013-12-13,32,45,41,46,19,33,0,12,25,32,0,0,0,0,0.0,24.15,29.98,1.5,6,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2417,3289049,2013-12-14,32,9,63,40,19,30,0,15,25,35,0,0,0,0,0.0,24.36,30.28,4.2,18,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2418,3289059,2013-12-14,32,19,2,40,19,30,0,15,25,35,0,0,0,0,0.0,24.36,30.28,4.2,18,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2419,3289085,2013-12-14,32,45,44,40,19,30,0,15,25,35,0,0,0,0,0.0,24.36,30.28,4.2,18,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2420,3293822,2013-12-15,32,9,60,54,23,39,0,15,31,26,0,0,0,0,0.0,24.31,30.17,5.9,25,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2421,3293832,2013-12-15,32,19,2,54,23,39,0,15,31,26,0,0,0,0,0.0,24.31,30.17,5.9,25,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2422,3293858,2013-12-15,32,45,58,54,23,39,0,15,31,26,0,0,0,0,0.0,24.31,30.17,5.9,25,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2423,3293864,2013-12-15,32,51,1,54,23,39,0,15,31,26,0,0,0,0,0.0,24.31,30.17,5.9,25,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2424,3298595,2013-12-16,32,9,31,60,31,46,0,13,34,19,0,0,0,0,0.0,24.35,30.13,6.8,30,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2425,3298605,2013-12-16,32,19,2,60,31,46,0,13,34,19,0,0,0,0,0.0,24.35,30.13,6.8,30,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2426,3298631,2013-12-16,32,45,40,60,31,46,0,13,34,19,0,0,0,0,0.0,24.35,30.13,6.8,30,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2427,3303368,2013-12-17,32,9,27,61,26,44,0,14,33,21,0,0,0,0,0.0,24.38,30.22,5.1,19,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2428,3303378,2013-12-17,32,19,1,61,26,44,0,14,33,21,0,0,0,0,0.0,24.38,30.22,5.1,19,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2429,3303404,2013-12-17,32,45,23,61,26,44,0,14,33,21,0,0,0,0,0.0,24.38,30.22,5.1,19,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2430,3308030,2013-12-18,32,9,29,65,15,40,0,12,36,25,0,0,0,0,0.0,24.05,0.0,6.2,20,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2431,3308040,2013-12-18,32,19,1,65,15,40,0,12,36,25,0,0,0,0,0.0,24.05,0.0,6.2,20,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2432,3308066,2013-12-18,32,45,35,65,15,40,0,12,36,25,0,0,0,0,0.0,24.05,0.0,6.2,20,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2433,3312470,2013-12-19,32,9,45,59,15,37,0,18,29,28,0,0,0,0,0.0,23.93,29.66,1.3,2,9.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2434,3312480,2013-12-19,32,19,1,59,15,37,0,18,29,28,0,0,0,0,0.0,23.93,29.66,1.3,2,9.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2435,3312506,2013-12-19,32,45,34,59,15,37,0,18,29,28,0,0,0,0,0.0,23.93,29.66,1.3,2,9.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2436,3316910,2013-12-20,32,9,22,24,15,20,0,17,19,45,0,0,0,0,0.0,23.93,29.83,0.8,5,3.2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2437,3316946,2013-12-20,32,45,37,24,15,20,0,17,19,45,0,0,0,0,0.0,23.93,29.83,0.8,5,3.2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2438,3321572,2013-12-21,32,9,38,29,14,22,0,17,20,43,0,0,0,0,0.0,23.9,29.78,2.2,30,4.6,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2439,3321608,2013-12-21,32,45,53,29,14,22,0,17,20,43,0,0,0,0,0.0,23.9,29.78,2.2,30,4.6,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2440,3326234,2013-12-22,32,9,36,40,14,27,0,13,22,38,0,0,0,0,0.0,24.2,30.1,0.7,31,7.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2441,3326244,2013-12-22,32,19,1,40,14,27,0,13,22,38,0,0,0,0,0.0,24.2,30.1,0.7,31,7.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2442,3326270,2013-12-22,32,45,58,40,14,27,0,13,22,38,0,0,0,0,0.0,24.2,30.1,0.7,31,7.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2443,3330896,2013-12-23,32,9,70,47,16,32,0,16,25,33,0,0,0,0,0.0,24.33,30.27,1.9,18,4.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2444,3330906,2013-12-23,32,19,2,47,16,32,0,16,25,33,0,0,0,0,0.0,24.33,30.27,1.9,18,4.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2445,3330932,2013-12-23,32,45,54,47,16,32,0,16,25,33,0,0,0,0,0.0,24.33,30.27,1.9,18,4.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2446,3335558,2013-12-24,32,9,48,54,19,37,0,17,30,28,0,0,0,0,0.0,24.29,30.13,4.8,27,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2447,3335568,2013-12-24,32,19,5,54,19,37,0,17,30,28,0,0,0,0,0.0,24.29,30.13,4.8,27,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2448,3335594,2013-12-24,32,45,34,54,19,37,0,17,30,28,0,0,0,0,0.0,24.29,30.13,4.8,27,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2449,3344771,2013-12-26,32,9,70,50,25,38,0,8,27,27,0,0,0,0,0.0,24.4,30.29,3.9,17,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2450,3344781,2013-12-26,32,19,1,50,25,38,0,8,27,27,0,0,0,0,0.0,24.4,30.29,3.9,17,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2451,3344807,2013-12-26,32,45,40,50,25,38,0,8,27,27,0,0,0,0,0.0,24.4,30.29,3.9,17,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2452,3349100,2013-12-27,32,9,20,58,27,43,0,15,31,22,0,0,0,0,0.0,24.36,30.21,4.4,19,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2453,3349110,2013-12-27,32,19,1,58,27,43,0,15,31,22,0,0,0,0,0.0,24.36,30.21,4.4,19,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2454,3349136,2013-12-27,32,45,37,58,27,43,0,15,31,22,0,0,0,0,0.0,24.36,30.21,4.4,19,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
